discard_total_rate_15m,discard_total_rate_5m,discard_total_rate_behavior_5m_change,error_total_rate_15m,error_total_rate_5m,error_total_rate_behavior_5m_change,in_bps_15m_mean,in_bps_5m_mean,in_bps_behavior_5m_change,in_discard_rate_15m_mean,in_discard_rate_5m_mean,in_error_rate_15m_mean,in_error_rate_5m_mean,oper_status_last,out_bps_15m_mean,out_bps_5m_mean,out_bps_behavior_5m_change,out_discard_rate_15m_mean,out_discard_rate_5m_mean,out_error_rate_15m_mean,out_error_rate_5m_mean,traffic_total_bps_15m,traffic_total_bps_5m,traffic_total_bps_behavior_5m_change,traffic_variability_5m
-0.129434936567,-0.0960002533122,-0.0226313839213,0,0,0,0.235211916972,0.269494868342,0.140489881093,-0.0520290368181,-0.0399003197374,0,0,-0.579705356043,0.418821179228,0.46554891925,0.181260348773,-0.126450991038,-0.0933227045776,0,0,0.36576880561,0.411025663175,0.190269902616,-0.198352553328
-0.129434936567,-0.0960002533122,-0.0226313839213,0,0,0,0.259238717339,0.376291702188,0.76803790562,-0.0520290368181,-0.0399003197374,0,0,-0.579705356043,3.28385986122,5.29271799647,14.5831786149,-0.126450991038,-0.0933227045776,0,0,1.97718842684,3.16488367734,8.98664373768,-0.198352553328
-0.129434936567,-0.0960002533122,-0.0226313839213,0,0,0,1.37173190779,2.56729208001,8.65842378149,-0.0520290368181,-0.0399003197374,0,0,-0.579705356043,1.50355776048,1.80473685174,1.80170678922,-0.126450991038,-0.0933227045776,0,0,1.60943778558,2.4474223116,6.24773905702,-0.198352553328
-0.129434936567,-0.0960002533122,-0.0226313839213,0,0,0,0.133888739389,0.165462951158,0.15600475375,-0.0520290368181,-0.0399003197374,0,0,-0.579705356043,2.92080743135,2.27999761396,-6.08045759906,-0.126450991038,-0.0933227045776,0,0,1.70426155679,1.36527332735,-3.46125423021,-0.198352553328
-0.129434936567,-0.0960002533122,-0.0226313839213,0,0,0,0.507133086412,0.583271601098,0.364678732676,-0.0520290368181,-0.0399003197374,0,0,-0.579705356043,1.06678938919,1.348721863,1.80209122699,-0.126450991038,-0.0933227045776,0,0,0.879968884027,1.07992994702,1.27236339845,-0.198352553328
-0.129434936567,-0.0960002533122,-0.0226313839213,0,0,0,0.45515855771,0.55157695381,0.539186125732,-0.0520290368181,-0.0399003197374,0,0,-0.579705356043,-0.0108459570488,0.00227953289893,0.0665480296836,-0.126450991038,-0.0933227045776,0,0,0.249731895625,0.310727175167,0.36239150205,-0.198352553328
-0.129434936567,-0.0960002533122,-0.0226313839213,0,0,0,0.309688499191,0.269129701061,-0.461444845478,-0.0520290368181,-0.0399003197374,0,0,-0.579705356043,0.969876327463,0.831123388783,-1.46504333221,-0.126450991038,-0.0933227045776,0,0,0.714961573021,0.614840641966,-1.13333400999,-0.198352553328
-0.129434936567,-0.0960002533122,-0.0226313839213,0,0,0,0.18963001113,0.148864638696,-0.419980131241,-0.0520290368181,-0.0399003197374,0,0,-0.579705356043,1.24310765178,1.10288841524,-1.57125675317,-0.126450991038,-0.0933227045776,0,0,0.799882734998,0.699040773704,-1.17055470747,-0.198352553328
-0.129434936567,-0.0960002533122,-0.0226313839213,0,0,0,0.326674100169,0.329385607011,-0.134963665684,-0.0520290368181,-0.0399003197374,0,0,-0.579705356043,-0.0272597091495,-0.0510801242889,-0.217642700057,-0.126450991038,-0.0933227045776,0,0,0.168374300836,0.15630290012,-0.208194222231,-0.198352553328
-0.129434936567,-0.0960002533122,-0.0226313839213,0,0,0,0.525028799445,0.322254104829,-1.78544343882,-0.0520290368181,-0.0399003197374,0,0,-0.579705356043,-0.0602208287637,-0.0874379272079,-0.232868173063,-0.126450991038,-0.0933227045776,0,0,0.261458354552,0.132011691084,-1.20725478247,-0.198352553328
-0.129434936567,-0.0960002533122,-0.0226313839213,0,0,0,0.259354487592,0.185940408653,-0.695918385498,-0.0520290368181,-0.0399003197374,0,0,-0.579705356043,1.08715407481,0.973141385063,-1.31158098974,-0.126450991038,-0.0933227045776,0,0,0.752085157301,0.647430374144,-1.18428009363,-0.198352553328
3.1070509672,3.8232806465,-0.0226313839213,0,0,0,0.196425724961,0.218080637131,0.0573403234571,-0.0520290368181,-0.0399003197374,0,0,-0.579705356043,-0.182818537406,-0.191092821922,-0.0417461335239,3.11613673232,3.83866479585,0,0,0.00842009586938,0.0157245338903,0.0100088152316,-0.198352553328
-0.129434936567,-0.0960002533122,-0.0226313839213,0,0,0,-0.177278545702,-0.174608028908,0.0454364157048,-0.0520290368181,-0.0399003197374,0,0,-0.579705356043,-0.0944049005599,-0.0872031821426,0.0490333058147,-0.126450991038,-0.0933227045776,0,0,-0.152275921329,-0.146587941908,0.0559404155731,-0.198352553328
-0.129434936567,-0.0960002533122,-0.0226313839213,0,0,0,-0.201010658154,-0.202145387157,0.0246998253333,-0.0520290368181,-0.0399003197374,0,0,-0.579705356043,-0.208940350628,-0.209776093086,0.0256716527971,-0.126450991038,-0.0933227045776,0,0,-0.229492260991,-0.230441400664,0.0298419918802,-0.198352553328
